,Compound,Date,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
10664,0.2732,2018-07-19 18:57:27,0.0,0.896,The New York Times,0.104,"The country’s most famous cedar patch, the Cedars of God, has been fenced off for preservation since 1876. https://t.co/ZSeW3er8qx",8145
10665,-0.4404,2018-07-19 18:54:04,0.174,0.746,The New York Times,0.08,"But in some places, there isn’t much farther up to go. Global warming could destroy them. https://t.co/l0tYTuzlPY",8146
10666,0.0,2018-07-19 18:51:22,0.0,1.0,The New York Times,0.0,"Now, the trees are moving to higher altitudes, chasing the cold winters they need to reproduce. https://t.co/YUIgwkpSXU",8147
10667,0.0,2018-07-19 18:48:49,0.0,1.0,The New York Times,0.0,Many Lebanese see the cedars as a reflection of their country’s resilience. https://t.co/zoIyIegis5,8148
10668,-0.3818,2018-07-19 18:46:06,0.115,0.885,The New York Times,0.0,Lebanon’s ancient cedar trees are facing an emergency: “Climate change is a fact here. We are in a race. There is n… https://t.co/lRSHSBMD1A,8149
10669,-0.7845,2018-07-19 18:28:54,0.305,0.695,The New York Times,0.0,RT @NYTMetro: The disgraced American Cardinal Theodore E. McCarrick faces a new accusation: that he repeatedly molested the nephew of his b…,8150
10670,0.3182,2018-07-19 18:16:37,0.0,0.874,The New York Times,0.126,"In 1967 a prominent astronomer visited Dallas to give a talk. Before he could speak, however, a 26-year-old Beatric… https://t.co/aOIsEEI1Zp",8151
10671,-0.6249,2018-07-19 18:01:07,0.282,0.718,The New York Times,0.0,An apparent explosion and fire at an Army depot in southern Pennsylvania injured 4 people https://t.co/gceKd2mDuT,8152
10672,0.0,2018-07-19 17:51:55,0.0,1.0,The New York Times,0.0,"Butina tried to network with organizations in the U.S., including asking then-candidate Donald Trump about foreign… https://t.co/dh33pRnHwq",8153
10673,0.0,2018-07-19 17:48:24,0.0,1.0,The New York Times,0.0,"Court records show that Butina made connections through the NRA, religious organizations and the National Prayer Br… https://t.co/a6zXQ5DYbO",8154
10674,-0.296,2018-07-19 17:45:06,0.115,0.885,The New York Times,0.0,"Need a refresher on Maria Butina, the 29-year-old woman accused of being a Russian agent? Today on The Daily,… https://t.co/jN9jnAEHen",8155
10675,0.25,2018-07-19 17:31:02,0.0,0.6,The New York Times,0.4,Chance the Publisher https://t.co/dmpgCxwwqS,8156
10676,0.4215,2018-07-19 17:16:54,0.0,0.891,The New York Times,0.109,RT @jennymedina: The majority of high school students in California are Latino. But the same is true at only one University of California c…,8157
10677,0.5568,2018-07-19 17:00:03,0.0,0.635,The New York Times,0.365,"Having fun isn't hard
When you've got a library card https://t.co/ITbItQemAh",8158
10678,0.0,2018-07-19 16:46:02,0.0,1.0,The New York Times,0.0,"New York allowed abortions 3 years before Roe v. Wade, drawing many women from states where the procedure was illeg… https://t.co/sXQV0ueNkw",8159
10679,0.0,2018-07-19 16:31:05,0.0,1.0,The New York Times,0.0,"A steam pipe ruptured in Manhattan's Flatiron district, sending up a geyser of smoke and debris, which officials sa… https://t.co/hWU6B2Foq3",8160
10680,0.4215,2018-07-19 16:16:01,0.0,0.877,The New York Times,0.123,"""Here, kitty kitty kitty kitty kitty..."" A new initiative aims to count every cat in Washington, D.C. in hopes of b… https://t.co/wC1r35NkuS",8161
10681,-0.6369,2018-07-19 16:00:20,0.215,0.785,The New York Times,0.0,"RT @noamscheiber: The next phase of the conservative campaign against unions is a series
of class action lawsuits that would bankrupt them.…",8162
10682,-0.7783,2018-07-19 15:46:04,0.312,0.688,The New York Times,0.0,"Denis Ten, an Olympic bronze medalist in men’s figure skating, was stabbed to death in Kazakhstan https://t.co/gF29MksaoA",8163
10683,-0.2263,2018-07-19 15:31:07,0.087,0.913,The New York Times,0.0,An aide of President Macron was caught on camera posing as a police officer and striking a man during protests in M… https://t.co/X1vDkaXkte,8164
10684,-0.6597,2018-07-19 15:16:11,0.18,0.82,The New York Times,0.0,“How can we surrender when we’re the future of the country? They’re killing us.” About 300 people have been killed… https://t.co/eQKRWfFyZs,8165
10685,0.0,2018-07-19 15:00:12,0.0,1.0,The New York Times,0.0,"RT @nytopinion: Double negatives, bane of elementary-school English teachers, get a moment in the spotlight https://t.co/TDD8Vb0Rqn",8166
10686,0.6597,2018-07-19 14:46:02,0.0,0.795,The New York Times,0.205,"""This area has grown a lot from BMW, and it's been great for South Carolina. And we don’t want that to change,"" sai… https://t.co/nWe1BIW2bQ",8167
10687,0.7096,2018-07-19 14:33:04,0.0,0.772,The New York Times,0.228,"RT @patrickhealynyt: “I can’t see a candidate of color winning in a conservative area like North Dakota or South Dakota or Montana,” said a…",8168
10688,-0.296,2018-07-19 14:16:06,0.104,0.896,The New York Times,0.0,Video: Maria Butina is accused of working with Americans to carry out a secret Russian effort to influence U.S. pol… https://t.co/n0zMFlvJ5c,8169
10689,-0.5719,2018-07-19 14:00:04,0.171,0.829,The New York Times,0.0,"Doctors said they had ""watched in horror"" as migrant children were separated from their families. But they cautione… https://t.co/umyUDDamX3",8170
10690,-0.34,2018-07-19 13:51:06,0.124,0.876,The New York Times,0.0,A steam pipe ruptured underneath a street in the Flatiron district of Manhattan. The New York Fire Department cauti… https://t.co/KYUIEAetNg,8171
10691,0.0,2018-07-19 13:45:03,0.0,1.0,The New York Times,0.0,A company in New Zealand that let its employees work 4 days a week while being paid for 5 says the experiment was s… https://t.co/tw5Xub3uWe,8172
10692,0.296,2018-07-19 13:30:10,0.0,0.896,The New York Times,0.104,An unusual show of solidarity between rival journalists seemed to signal a new approach by the White House press co… https://t.co/evxzDxOLJ0,8173
10693,0.0,2018-07-19 13:17:04,0.0,1.0,The New York Times,0.0,RT @nytopinion: What does President Trump have against Montenegro? You might ask Vladimir Putin. https://t.co/pcZPnexnxn,8174
10694,0.0,2018-07-19 13:00:06,0.0,1.0,The New York Times,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/wPU7tzPgh2 https://t.co/Kvk2viFPgg,8175
10695,0.0516,2018-07-19 12:44:03,0.107,0.777,The New York Times,0.117,"Israel passed a contentious law that anchors itself as the nation-state of the Jewish people, promotes the developm… https://t.co/FjmGrdRiXF",8176
10696,0.0,2018-07-19 12:29:03,0.0,1.0,The New York Times,0.0,The New York State Department of Taxation and Finance has opened an investigation into whether the Donald J. Trump… https://t.co/3EqZKZ7Erh,8177
10697,0.0,2018-07-19 12:14:04,0.0,1.0,The New York Times,0.0,A look at the EU's five biggest antitrust fines against tech companies over the past decade and the impact that the… https://t.co/EFolhTR9Gw,8178
10698,0.25,2018-07-19 12:05:48,0.0,0.9,The New York Times,0.1,"President Trump endorsed Brian Kemp, a Georgia state official who has run ads showing him wielding a shotgun and vo… https://t.co/Qt8fADA2DO",8179
10699,-0.2263,2018-07-19 11:44:02,0.095,0.905,The New York Times,0.0,"Maria Butina, suspected of being a Russian agent, is thought to have worked to influence U.S politics through conta… https://t.co/lBcgeZK5mw",8180
10700,0.5233,2018-07-19 11:30:12,0.0,0.826,The New York Times,0.174,"Two weeks before his inauguration, Trump was shown highly classified intelligence indicating that Putin had persona… https://t.co/FPs1PKCAeX",8181
10701,-0.296,2018-07-19 11:15:06,0.109,0.891,The New York Times,0.0,"Maria Butina, who is accused of being a Russian agent, carried out her plans under the direction of a high-ranking… https://t.co/7RWSsdsqwq",8182
10702,0.3182,2018-07-19 11:00:02,0.0,0.881,The New York Times,0.119,"Recep Tayyip Erdogan, Turkey's president, has issued decrees and presidential decisions that give him the ability t… https://t.co/pcVEZazSrR",8183
10703,-0.4588,2018-07-19 10:45:04,0.143,0.857,The New York Times,0.0,The EU fined Google a record $5.1 billion on Wednesday for abusing its power in the mobile phone market https://t.co/O2Ya18Sfqv,8184
10704,-0.4939,2018-07-19 10:30:11,0.273,0.538,The New York Times,0.188,"Lebanon’s ancient cedar trees have outlived empires and survived modern wars. Now, global warming could destroy the… https://t.co/K0vDw0cx0s",8185
10705,-0.743,2018-07-19 10:16:02,0.279,0.642,The New York Times,0.079,"After months of denial, anger, bargaining and depression, Europe and other parts of the world have accepted that Pr… https://t.co/kISYVEBIhF",8186
10706,0.0,2018-07-19 10:02:07,0.0,1.0,The New York Times,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/lIQfYdXE7D https://t.co/sNkCLeqYUQ,8187
10707,0.0,2018-07-19 09:44:03,0.0,1.0,The New York Times,0.0,Montenegro may have a few questions for President Trump https://t.co/oRaGyuYwkV,8188
10708,-0.8555,2018-07-19 09:30:06,0.307,0.693,The New York Times,0.0,"""An entire community got together to rape a child. I cannot even fathom the depravity and horror of this act,"" an I… https://t.co/eyOtUsQbVk",8189
10709,-0.946,2018-07-19 09:16:03,0.489,0.511,The New York Times,0.0,A British man was found guilty of plotting to kill Prime Minister Theresa May in a terrorist attack at her official… https://t.co/iEbi4JekEd,8190
10710,-0.9062,2018-07-19 09:00:15,0.42,0.58,The New York Times,0.0,"""The victims died while waiting for help,"" the court ruling said. ""They must have suffered the extreme fear and anx… https://t.co/ym6QKbBcNM",8191
10711,0.0,2018-07-19 08:46:06,0.0,1.0,The New York Times,0.0,RT @nytimesworld: Who directed the ethnic cleansing of the Rohingya? A new report names names. https://t.co/qVCtGKgDit,8192
10712,0.0,2018-07-19 08:30:11,0.0,1.0,The New York Times,0.0,"In January 2017, Donald Trump was shown evidence that Vladimir Putin personally ordered pre-election hacking. He ha… https://t.co/uJshS7gWnV",8193
10713,-0.7003,2018-07-19 08:14:04,0.186,0.814,The New York Times,0.0,"RT @nytimesworld: The men gave her soft drinks laced with drugs, the police said. They filmed themselves raping her, brandishing knives and…",8194
10714,0.0,2018-07-19 08:02:04,0.0,1.0,The New York Times,0.0,"In January 2017, Donald Trump was shown evidence that Vladimir Putin personally ordered pre-election hacking. He ha… https://t.co/GbXzy8ObPN",8195
10715,-0.2912,2018-07-19 07:47:06,0.103,0.897,The New York Times,0.0,The man who bought a guillotine at auction in Paris last week isn't really sure what to do with it https://t.co/ymko4JtFCh,8196
10716,0.3612,2018-07-19 07:32:05,0.0,0.878,The New York Times,0.122,"First, Spain's new submarine was too heavy to float. Now it's too big to fit into the port. https://t.co/pDaPoGvPBu",8197
10717,-0.7717,2018-07-19 07:17:03,0.233,0.767,The New York Times,0.0,"RT @vindugoel: Rukmani was simply trying to find her family temple. Instead, she was stripped naked and beaten to death by a mob that belie…",8198
10718,-0.5859,2018-07-19 07:02:02,0.322,0.678,The New York Times,0.0,French butchers say they're under assault from vegans https://t.co/xQmG0UQP7Z,8199
10719,0.0,2018-07-19 06:32:06,0.0,1.0,The New York Times,0.0,"RT @nytopinion: The lines Trump crosses never bring about his downfall, writes @NYTimesCohen https://t.co/3j16f3X6Mu",8200
10720,-0.1935,2018-07-19 06:12:40,0.094,0.906,The New York Times,0.0,"""Simpsons"" creator Matt Groening: ""I think particularly right now, people feel so aggrieved and crazed and powerles… https://t.co/qbioy4yV4V",8201
10721,-0.7506,2018-07-19 05:55:39,0.615,0.385,The New York Times,0.0,Trump to Montenegro: Drop Dead https://t.co/58aW4oMRdE,8202
10722,0.0,2018-07-19 05:49:01,0.0,1.0,The New York Times,0.0,"Parker Posey: ""I had $1.75 in my bank account at one point. I was doing all these things in the movies, and it wasn… https://t.co/KBJQ6v77Xp",8203
10723,0.34,2018-07-19 05:32:02,0.0,0.902,The New York Times,0.098,"RT @joecoscarelli: Benny Blanco made too many hits to remember, became BFFs with Ed Sheeran, played Would You Rather? with Beyoncé and fina…",8204
10724,-0.296,2018-07-19 05:05:50,0.18,0.82,The New York Times,0.0,Critics of Trump’s Veterans Affairs Dept. Raise Concerns About Departures https://t.co/mbJKIUbmDm,8205
10725,0.2023,2018-07-19 05:02:05,0.0,0.904,The New York Times,0.096,"The European Commission, the bloc’s executive arm, hit Google with a record $5.1 billion fine on Wednesday — trying… https://t.co/GrB06BxGmC",8206
10726,-0.4404,2018-07-19 04:42:03,0.121,0.879,The New York Times,0.0,RT @NYTBen: Tired of bleak news from the Middle East? Here's something a little different from the the pond next door. With @tasneemalsulta…,8207
10727,0.5574,2018-07-19 04:25:03,0.0,0.69,The New York Times,0.31,How to Turn Toxic Emotions Into Positive Actions https://t.co/uAQXs1NC9p,8208
10728,-0.34,2018-07-19 04:21:02,0.124,0.876,The New York Times,0.0,RT @nytimesbusiness: .@DavidStreitfeld has covered technology for years for The Times. He thinks the Luddites are misunderstood. https://t.…,8209
10729,0.5719,2018-07-19 04:20:16,0.0,0.73,The New York Times,0.27,"Cliff Richard, British Pop Star, Wins Privacy Suit Against BBC https://t.co/qldd2lr0p8",8210
10730,-0.2732,2018-07-19 04:02:04,0.1,0.9,The New York Times,0.0,"“It’s Trump versus the world. Rather than all the other countries getting into trade disputes with each other, what… https://t.co/OTFj4FYLNh",8211
10731,-0.4767,2018-07-19 03:47:05,0.134,0.866,The New York Times,0.0,"Astronomers have discovered a dozen new moons of Jupiter and one of them is ""going down the highway the wrong direc… https://t.co/hzIjjKOi1x",8212
10732,0.0,2018-07-19 03:32:03,0.0,1.0,The New York Times,0.0,The New York State Department of Taxation and Finance is said to have opened an investigation into whether the Dona… https://t.co/LdykiBAdbT,8213
10733,0.0,2018-07-19 03:20:48,0.0,1.0,The New York Times,0.0,New York Is Said to Open Tax Inquiry Into Trump Foundation https://t.co/Pc1fvOk0x9,8214
10734,0.0,2018-07-19 03:17:04,0.0,1.0,The New York Times,0.0,"RT @nytopinion: The religious right thinks that it’s using Vladimir Putin to advance its aims, says @kathsstewart. But a far more plausible…",8215
10735,-0.5574,2018-07-19 03:02:06,0.262,0.577,The New York Times,0.162,"Facebook says it will start removing posts that incite violence, a growing problem in countries like Sri Lanka, Mya… https://t.co/pO3QS7Xykq",8216
10736,0.0,2018-07-19 02:51:01,0.0,1.0,The New York Times,0.0,"On the 10th anniversary of ""The Dark Knight,"" we track the rise of the American superhero on film and television https://t.co/PMDQgwzf2e",8217
10737,0.4019,2018-07-19 02:41:05,0.087,0.764,The New York Times,0.149,"RT @SangerNYT: With the great ?@AllMattNYT? a look at the intel on Putin/Russia shown to, and disputed by, the President. Lots in here.  ht…",8218
10738,0.0,2018-07-19 02:32:01,0.0,1.0,The New York Times,0.0,Nurses asked New York City to be included on a list of physically taxing jobs to qualify for early retirement. They… https://t.co/HzuQLCuAQT,8219
10739,0.3612,2018-07-19 02:17:04,0.0,0.898,The New York Times,0.102,RT @TylerKepner: The Oakland A's are like the elephant balancing on a baseball on their jersey sleeves: They’re not supposed to be where th…,8220
10740,0.4215,2018-07-19 02:02:09,0.0,0.877,The New York Times,0.123,"Nike says its $250 running shoes make you run faster. We analyzed 500,000 races, and it may actually be true. https://t.co/nJZ4WU4FTC",8221
10741,0.0,2018-07-19 01:47:03,0.0,1.0,The New York Times,0.0,RT @adamgoldmanNYT: The evidence included texts and emails from Russian military officers and information gleaned from a top-secret source…,8222
10742,0.0,2018-07-19 01:41:04,0.0,1.0,The New York Times,0.0,"In January 2017, Donald Trump was shown evidence that Vladimir Putin personally ordered pre-election hacking. He ha… https://t.co/1xFkryFbmK",8223
10743,-0.1027,2018-07-19 01:32:06,0.203,0.625,The New York Times,0.172,"Reporters, facing a hostile White House, try a new tactic: solidarity https://t.co/cBmOHPF4Dx",8224
10744,0.5106,2018-07-19 01:17:03,0.0,0.864,The New York Times,0.136,RT @itscaitlinhd: The most extreme proposal yet would eliminate asylum at the border. Hopeful refugees would only be allowed to apply from…,8225
10745,0.0,2018-07-19 01:02:07,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6DaJjUbA3l,8226
10746,0.0,2018-07-19 00:47:06,0.0,1.0,The New York Times,0.0,"RT @jeligon: It happened again, this time at a CVS: A white person calling the police to report a black person who was doing nothing wrong.…",8227
10747,0.0,2018-07-19 00:32:05,0.0,1.0,The New York Times,0.0,"“The fossil is the first baby snake and the oldest baby snake to yet be found."" Before this amber was found, paleon… https://t.co/jVvd5955cB",8228
10748,0.3818,2018-07-19 00:17:04,0.0,0.898,The New York Times,0.102,RT @peterbakernyt: White House announces $3.9 billion deal to buy two new Air Force One planes and claims credit for saving $1.4 billion. B…,8229
10749,0.7264,2018-07-19 00:02:06,0.0,0.724,The New York Times,0.276,"An exploration of Normandy — in search of some of the creamiest, most delectable cheeses in the world https://t.co/9LxSdbYd4n",8230
10750,0.1779,2018-07-18 23:47:02,0.0,0.918,The New York Times,0.082,"With growing concerns about wildfires in the West, scientists are looking for ways to spare rangeland. One idea: sa… https://t.co/btqAbtodRt",8231
10751,0.34,2018-07-18 23:32:06,0.0,0.833,The New York Times,0.167,President Trump endorses Brian Kemp over Casey Cagle in Georgia governor’s race https://t.co/VhgN5rNRAW,8232
10752,-0.6908,2018-07-18 23:17:02,0.17,0.83,The New York Times,0.0,RT @vindugoel: False rumors on WhatsApp about child kidnappers have prompted mobs to kill two dozen people in India since April. We look at…,8233
10753,0.2732,2018-07-18 23:02:05,0.0,0.851,The New York Times,0.149,Sinclair tweaks its bid for Tribune in attempt to appease the FCC https://t.co/NycOPGeplM,8234
10754,0.0,2018-07-18 22:47:02,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qU5bMPZz35,8235
10755,-0.8316,2018-07-18 22:32:05,0.37,0.63,The New York Times,0.0,"After an outcry, Mark Zuckerberg tries to clarify remarks about Holocaust deniers and other conspiracy theorists on… https://t.co/zY07XySAPT",8236
10756,0.7574,2018-07-18 22:17:03,0.0,0.724,The New York Times,0.276,"RT @KevinQ: Good afternoon! New today in Upshot-land: a detailed, honest attempt to measure whether Nike's expensive running shoes actually…",8237
10757,-0.128,2018-07-18 22:02:12,0.086,0.914,The New York Times,0.0,"In the past 3 months, tens of thousands of Nicaraguans have protested against President Daniel Ortega’s government.… https://t.co/Z7VMeYNP3v",8238
10758,0.7351,2018-07-18 21:48:02,0.0,0.754,The New York Times,0.246,"In Opinion

Former FBI and CIA director William Webster writes that ""faith in the justice system and in our intelli… https://t.co/PTlyZym4M6",8239
10759,-0.7717,2018-07-18 21:38:09,0.367,0.633,The New York Times,0.0,The prisoners' home countries have been reluctant to take them back. They're worried the ISIS fighters will radical… https://t.co/SPZOb5HZaO,8240
10760,0.5994,2018-07-18 21:23:06,0.097,0.607,The New York Times,0.296,New York City just admitted to discriminating against nurses by denying them early retirement benefits enjoyed by p… https://t.co/eSuIU0v83J,8241
10761,0.4767,2018-07-18 21:10:05,0.0,0.866,The New York Times,0.134,"RT @nytimesvows: If we are single at age 40, let's get married. Deal? Friends are making their marriage pacts. https://t.co/hBbsJOLFOm http…",8242
10762,0.0,2018-07-18 20:55:03,0.0,1.0,The New York Times,0.0,A simple cocktail for a summer night https://t.co/oz5sdyhNAw,8243
10763,-0.5362,2018-07-18 20:40:08,0.141,0.859,The New York Times,0.0,"Analysis: Some Republicans say ""the dam has broken"" when it comes to President Trump. But has it? And for how long? https://t.co/udFTDlabub",8244
10764,-0.3612,2018-07-18 20:25:02,0.202,0.674,The New York Times,0.124,How a bloodthirsty gang and a $5 loan led to the death of an innocent 15-year-old https://t.co/hUPrW8YjeH,8245
10765,-0.8481,2018-07-18 20:10:06,0.339,0.661,The New York Times,0.0,"A group of men filmed themselves raping an 11-year-old girl, brandishing knives and threatening to release the vide… https://t.co/GuqcxAx7aP",8246
10766,0.5106,2018-07-18 19:58:07,0.0,0.852,The New York Times,0.148,"After calling a diver who helped rescue the Thai soccer team a “pedo guy,” Elon Musk walked back his baseless claim… https://t.co/9pwmCau8gZ",8247
10767,0.3818,2018-07-18 19:48:05,0.0,0.885,The New York Times,0.115,RT @nytopinion: Dear Republicans: Think President Trump was out of line in Helsinki? Here's what you can do about it. https://t.co/wc5MHKqT…,8248
10768,-0.8979,2018-07-18 19:38:04,0.427,0.573,The New York Times,0.0,A man suspected of going on a weeklong crime spree in the Houston area was charged with capital murder. The police… https://t.co/aOV6PknCNt,8249
10769,-0.1027,2018-07-18 19:28:03,0.098,0.825,The New York Times,0.077,"President Trump appeared to suggest that the NATO mutual defense compact is confusing, particularly the question of… https://t.co/TYziNFt6JN",8250
10770,0.4445,2018-07-18 19:18:06,0.063,0.723,The New York Times,0.214,Scientists don't want to crush the jellyfish they're studying. So they built a robotic claw to help. https://t.co/L7QFVT3fCV,8251
10771,-0.296,2018-07-18 19:03:20,0.104,0.896,The New York Times,0.0,"President Trump appeared to say that Russia was no longer targeting the U.S.
Sarah Huckabee Sanders said that Trump… https://t.co/FqTkmfD5YH",8252
10772,-0.2247,2018-07-18 18:58:01,0.186,0.674,The New York Times,0.14,"President Trump's latest comments on Russia drew more outrage, including from his own party https://t.co/M0zmio0XLA",8253
10773,0.0,2018-07-18 18:48:04,0.0,1.0,The New York Times,0.0,The cheese that lured her to Normandy was nowhere to be found https://t.co/2D00vgAkE1,8254
10774,0.0,2018-07-18 18:38:04,0.0,1.0,The New York Times,0.0,"For the millions of Indians coming online for the first time, many are quick to believe false rumors about child ki… https://t.co/zJuhwohwGx",8255
10775,0.3612,2018-07-18 18:28:06,0.0,0.878,The New York Times,0.122,"First, Spain's new submarine was too heavy to float. Now it's too big to fit into the port. https://t.co/2tfPK7tZhH",8256
10776,-0.4871,2018-07-18 18:18:05,0.169,0.742,The New York Times,0.089,RT @NYTSports: Are you one of those people who verbally abuse 12-year-old refs at soccer games played by 6-year-olds? Are you? https://t.co…,8257
10777,-0.3182,2018-07-18 18:08:06,0.103,0.897,The New York Times,0.0,They bought a ghost town for $1.4 million. Now they're going to spend another million to bring it back to life. https://t.co/WJ5pz0wfAC,8258
10778,-0.2023,2018-07-18 17:58:01,0.091,0.909,The New York Times,0.0,"Maria Butina, charged with secretly acting on Moscow’s behalf in the U.S., secretly stayed in contact with a high-r… https://t.co/7TCYZFBWiC",8259
10779,0.0,2018-07-18 17:48:05,0.0,1.0,The New York Times,0.0,"RT @MichaelPaulson: Just announced: Bruce Springsteen's Broadway show, which is being recorded before invitation-only audiences this week,…",8260
10780,-0.5994,2018-07-18 17:38:08,0.178,0.822,The New York Times,0.0,The Trump administration may be opening another front in an expansive trade war. It's starting an investigation int… https://t.co/uxiQSPp5Mj,8261
10781,-0.8126,2018-07-18 17:28:06,0.346,0.571,The New York Times,0.082,"RT @nytimesbooks: Michiko Kakutani turns from literary criticism to political criticism in her new book, ""The Death of Truth"" https://t.co/…",8262
10782,-0.4019,2018-07-18 17:21:20,0.144,0.856,The New York Times,0.0,President Trump's comments were the latest in a dizzying collection of conflicting statements since his meeting wit… https://t.co/l70Ovz6LrY,8263
10783,-0.1027,2018-07-18 17:18:41,0.199,0.664,The New York Times,0.137,"President Trump said Russia was no longer targeting the U.S., contradicting his own intelligence chief a day after… https://t.co/iKtFbd9xNR",8264
10784,0.4019,2018-07-18 17:18:02,0.0,0.803,The New York Times,0.197,"Apparently, even trusting your local weather announcer is political these days https://t.co/4Xeaq8kSPw",8265
10785,0.34,2018-07-18 17:08:01,0.0,0.897,The New York Times,0.103,"This month, Young Jean Lee will become the first Asian-American woman to have a play on Broadway. It will be the la… https://t.co/ovJeHwmgo2",8266
10786,0.2732,2018-07-18 16:58:04,0.089,0.785,The New York Times,0.126,"He came to the U.S. in 1984 and won asylum.
When his son tried the same thing in 2018, he was prosecuted and jailed… https://t.co/dIu7TuH4jM",8267
10787,0.4215,2018-07-18 16:48:06,0.0,0.877,The New York Times,0.123,"Nike says its $250 running shoes make you run faster. We analyzed 500,000 races, and it may actually be true. https://t.co/gTC3qhu7uk",8268
10788,-0.0516,2018-07-18 16:38:05,0.052,0.948,The New York Times,0.0,"RT @charlie_savage: Earlier this month, I went to Syria and was the first reporter to tour two wartime prisons for ISIS fighters captured b…",8269
10789,0.4754,2018-07-18 16:28:05,0.0,0.819,The New York Times,0.181,RT @nytimesmusic: How Benny Blanco became the most popular oddball in pop music https://t.co/ePTrufeaSP https://t.co/i2z8pN735o,8270
10790,-0.323,2018-07-18 16:18:06,0.202,0.722,The New York Times,0.076,"RT @Neil_Irwin: In which @fmanjoo argues that if the U.S. doesn't want China to dominate the advanced technologies of the 21st century, the…",8271
10791,-0.7351,2018-07-18 16:10:18,0.267,0.733,The New York Times,0.0,"French butchers say they need protection from vegan militants who have broken windows, thrown fake blood and spraye… https://t.co/pMPbGnxCXS",8272
10792,-0.2912,2018-07-18 16:08:01,0.103,0.897,The New York Times,0.0,The man who bought a guillotine at auction in Paris last week isn't really sure what to do with it https://t.co/lJyn8fz6jD,8273
10793,-0.2023,2018-07-18 15:57:48,0.087,0.913,The New York Times,0.0,"Maria Butina, charged with secretly acting on Moscow’s behalf in the U.S., was also in touch with Russian intellige… https://t.co/2rCfmWL8J2",8274
10794,-0.7003,2018-07-18 15:48:03,0.231,0.769,The New York Times,0.0,"For months, the police say, a group of men took turns raping an 11-year-old girl in India https://t.co/xy69tw3kpf",8275
10795,0.0,2018-07-18 15:38:07,0.0,1.0,The New York Times,0.0,"What is a moon, really? Does every pebble going around a planet qualify? https://t.co/JKus02nP2W",8276
10796,-0.4588,2018-07-18 15:30:07,0.136,0.864,The New York Times,0.0,We went to the village where a 65-year-old woman was attacked to see how WhatsApp and local authorities have strugg… https://t.co/xtNroAGhx3,8277
10797,0.3182,2018-07-18 15:24:05,0.0,0.867,The New York Times,0.133,"To embrace President Trump, or to oppose him? This choice can make or break a campaign. https://t.co/u5h7pgEUKj",8278
10798,-0.1935,2018-07-18 15:17:04,0.094,0.906,The New York Times,0.0,"""Simpsons"" creator Matt Groening: ""I think particularly right now, people feel so aggrieved and crazed and powerles… https://t.co/i6oT4IT1Og",8279
10799,-0.6486,2018-07-18 15:08:04,0.209,0.791,The New York Times,0.0,"RT @NYTMetro: Inside the Trinitarios: How a gang that formed in 1993 has devolved into warring factions, and the bloodthirsty feud that cla…",8280
10800,0.0,2018-07-18 14:58:04,0.0,1.0,The New York Times,0.0,An airplane from Ethiopian Airlines flew to neighboring Eritrea across a frontier that had once been a front line i… https://t.co/x4B6V7nGdt,8281
10801,0.0,2018-07-18 14:48:02,0.0,1.0,The New York Times,0.0,Official data shows that under 1% of Israel's allocations of state land in the West Bank are for Palestinian use https://t.co/k9BVPICCQj,8282
10802,0.0,2018-07-18 14:31:32,0.0,1.0,The New York Times,0.0,"RT @AsteadWesley: Rapping under ""AD the Voice,"" the now-candidate used the ""n-word"" and referred to some of the founding fathers as believe…",8283
10803,-0.128,2018-07-18 14:28:06,0.12,0.742,The New York Times,0.138,"""I would like to apologize to Dad and Mom,"" said one of the soccer players who were trapped in a flooded cave in no… https://t.co/Pepr2GbRl1",8284
10804,0.0,2018-07-18 14:21:23,0.0,1.0,The New York Times,0.0,"Gov. Andrew Cuomo, who has always been a big-money politician, wanted to find small donors. A line of aides, relati… https://t.co/PVl1syOOnX",8285
10805,0.3818,2018-07-18 14:16:06,0.0,0.89,The New York Times,0.11,RT @itscaitlinhd: My latest — There’s a plan developing in Washington that is designed to send a clear message to the world: As a place of…,8286
10806,0.0,2018-07-18 14:00:06,0.0,1.0,The New York Times,0.0,It’s official: President Trump is the single biggest political advertiser on Facebook https://t.co/E1uwlwaeAg,8287
10807,0.2732,2018-07-18 13:44:05,0.0,0.87,The New York Times,0.13,The Trump administration will end a longstanding requirement that certain nonprofit organizations disclose the name… https://t.co/XhhuPsGekp,8288
10808,0.0,2018-07-18 13:31:07,0.0,1.0,The New York Times,0.0,"Parker Posey: ""I had $1.75 in my bank account at one point. I was doing all these things in the movies, and it wasn… https://t.co/Ezli6QOOIb",8289
10809,-0.0772,2018-07-18 13:16:06,0.067,0.933,The New York Times,0.0,"In Opinion

The Editorial Board writes: ""Those who are serious about defending American democracy and undoing the d… https://t.co/Y4C3goPSGg",8290
10810,0.0,2018-07-18 13:00:21,0.0,1.0,The New York Times,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/IiQ2csaoB5 https://t.co/JGXro4yKZ6,8291
